28
13077,1,4,128
13078,0,4,128
13080,0,4,128
13082,0,4,130
13083,2,3,131
nan
13074,0,2,130
13075,0,5,128
13077,1,4,128
13078,0,4,128
13080,0,4,128
13082,0,4,130
13083,2,3,131
nan

3,0,4,129
4,0,4,131
6,1,3,129
7,0,3,130
9,1,5,132
10,1,1,128
12,2,5,129
13,1,5,129
15,0,4,132
16,3,3,128
18,1,2,128
19,0,0,132
21,2,3,131
22,2,1,128
24,-2,4,131
25,1,2,130
27,2,2,128
28,2,2,130
30,0,5,130
31,2,3,128
33,2,0,129
34,3,4,131
36,2,6,131
37,0,3,129
39,1,2,128
40,0,3,128
43,0,4,128
44,3,2,131
46,0,4,129
47,2,3,129
49,2,5,129
50,1,2,128
52,2,4,129
53,1,2,128
55,0,5,128
56,0,4,131
58,0,6,128
60,2,7,129
61,1,2,128
63,0,4,130
64,3,4,129
66,0,3,131
67,0,3,129
69,1,4,130
70,0,2,130
72,1,3,128
73,0,3,129
75,0,1,130
76,1,4,130
78,3,3,128
79,0,6,131
81,0,5,128
82,1,1,130
84,1,3,128
86,3,1,129
88,0,4,128
89,2,6,129
91,1,3,128
92,1,3,130
94,0,2,129
95,0,4,129
97,0,4,129
98,0,3,129
100,0,5,130
101,3,2,130
103,0,3,129
104,1,3,132
106,3,3,130
107,2,1,131
109,0,5,129
110,4,3,130
112,0,2,130
114,0,2,129
115,0,4,131
117,0,3,131
118,2,1,131
120,2,3,130
121,2,3,130
123,1,4,132
124,1,0,128
126,3,3,128
129,1,3,128
130,1,3,129
132,1,3,128
133,3,5,130
135,0,5,129
136,0,4,130
138,0,3,131
139,0,4,128
141,0,2,131
142,3,2,130
144,1,2,132
146,2,4,129
147,2,3,130
149,2,2,129
150,1,3,129
152,0,5,131
153,2,3,132
155,0,4,129
156,0,3,128
158,0,3,130
160,0,4,129
161,0,3,129
163,0,4,128
164,1,5,129
166,0,3,131
167,0,3,129
169,1,6,128
171,0,4,128
173,0,4,128
175,2,2,128
176,2,5,130
178,2,4,131
179,1,2,129
181,0,3,129
182,1,3,130
184,0,3,128
185,0,3,128
187,2,3,130
189,2,3,131
190,0,4,129
192,1,2,129
193,0,4,129
195,0,5,129
196,2,3,130
198,0,4,130
199,0,1,130
201,1,3,127
203,2,4,129
204,1,3,131
206,2,3,130
207,2,3,130
209,1,2,128
210,3,3,130
212,0,6,129
214,0,3,129
216,2,4,129
217,0,4,128
219,1,2,133
221,1,3,127
222,0,5,128
224,0,3,129
225,0,3,129
227,3,2,129
228,0,3,130
230,0,5,129
231,1,5,130
233,0,3,128
235,2,4,128
236,0,3,128
238,0,1,129
239,0,2,128
241,1,4,129
242,0,2,129
244,3,3,129
245,2,4,127
247,0,4,130
249,2,5,130
250,2,3,128
252,2,1,134
253,2,3,128
256,0,1,128
257,0,3,130
259,2,1,129
260,1,6,130
262,1,6,128
264,2,2,131
265,2,2,132
267,0,5,128
268,1,3,128
270,0,4,129
271,2,1,128
273,2,6,128
274,1,4,129
276,1,3,129
278,2,2,128
279,1,2,131
281,1,2,131
282,0,4,128
284,0,3,129
285,0,5,128
287,1,5,129
288,3,2,128
290,0,3,131
292,1,3,131
293,1,3,135
295,1,5,130
296,1,5,130
299,0,3,128
300,0,1,131
302,0,2,129
303,2,2,129
305,0,4,130
306,0,5,128
308,0,4,132
310,2,3,128
311,0,5,129
313,3,3,129
314,0,6,130
316,1,3,131
317,0,4,129
319,0,3,128
320,3,6,129
322,3,0,128
324,2,2,130
325,1,6,129
327,2,4,129
328,0,4,128
330,3,5,129
331,1,3,129
333,1,3,128
334,0,4,128
336,0,2,130
338,0,4,132
339,1,3,128
342,0,4,130
343,2,3,130
345,0,5,128
346,0,2,129
348,0,3,128
349,0,4,128
351,2,4,131
353,0,4,128
354,0,7,128
356,1,4,129
357,0,4,132
359,0,6,128
360,2,4,128
362,0,6,131
363,3,0,128
365,0,5,131
367,2,3,129
368,0,6,131
370,2,1,128
371,4,4,128
373,1,2,127
374,1,3,130
376,0,3,130
377,0,4,129
379,0,6,128
381,0,5,128
382,2,4,130
385,2,5,129
386,1,2,131
388,3,4,132
389,1,3,128
391,0,4,131
392,2,2,129
394,0,3,130
396,1,3,128
397,1,3,130
399,2,3,129
400,1,4,128
402,0,3,128
403,0,5,128
405,2,2,128
406,2,3,130
408,0,7,128
409,0,4,129
411,0,5,128
413,1,1,130
414,1,3,130
416,2,3,131
417,0,5,128
419,2,3,129
420,2,2,130
422,1,3,129
423,0,5,128
425,2,2,132
428,0,3,128
429,0,3,130
431,0,5,131
432,1,2,128
434,0,4,128
435,0,3,128
437,0,3,128
438,1,1,128
440,1,5,129
442,1,1,128
443,1,3,129
445,2,4,128
446,1,1,128
448,1,0,129
449,0,4,129
451,1,1,130
452,0,1,132
454,1,5,128
456,0,3,129
457,2,2,130
459,0,4,131
460,0,3,130
462,0,4,129
463,0,4,132
465,0,4,128
466,0,4,130
468,0,4,131
471,1,2,128
472,1,1,128
474,2,2,133
475,0,3,129
477,1,3,133
478,0,5,129
480,2,4,131
481,3,4,128
483,0,5,129
485,0,4,131
486,0,4,128
488,2,4,128
489,1,5,130
491,1,5,128
492,2,1,128
494,0,5,130
495,0,3,131
497,0,3,130
498,0,4,129
500,0,5,128
502,3,0,129
503,2,3,130
505,0,4,130
506,1,4,128
508,2,2,128
509,0,4,128
512,0,4,131
513,2,3,129
515,1,5,131
517,0,2,130
518,1,1,129
520,2,3,130
521,0,4,131
523,3,1,128
524,1,2,130
526,0,4,129
527,2,3,130
529,2,3,130
531,0,4,129
532,0,4,129
534,1,1,131
535,1,3,128
537,2,0,132
538,1,4,126
540,1,5,129
541,1,3,128
543,1,1,127
545,2,1,128
546,0,4,128
548,3,5,130
549,0,4,130
551,2,4,130
552,0,3,128
555,0,6,128
556,1,3,129
558,0,6,129
560,1,4,128
561,0,5,130
563,1,4,128
564,1,3,131
566,0,3,128
567,1,5,129
569,2,4,130
570,0,3,130
572,0,4,131
573,1,3,129
575,2,4,129
577,0,5,131
578,0,4,131
580,0,5,129
581,0,3,131
583,1,4,129
584,0,6,130
586,0,3,130
587,0,4,128
589,2,4,130
591,1,5,129
592,0,2,130
594,0,4,130
595,1,3,130
598,1,1,128
599,1,4,132
601,1,3,131
602,0,1,131
604,1,2,133
606,1,2,129
607,0,3,130
609,1,5,130
610,0,3,129
612,0,6,130
613,1,4,128
615,0,4,127
616,0,4,128
618,1,3,130
620,1,3,129
621,1,5,128
623,1,4,133
624,0,3,129
626,1,3,128
627,1,6,132
629,3,6,129
630,0,5,133
632,0,2,129
634,3,3,130
635,3,2,129
637,0,3,130
638,1,5,131
641,0,5,130
642,0,7,128
644,0,5,127
645,2,1,130
647,1,3,128
649,2,4,128
650,1,3,129
652,3,1,131
653,0,4,129
655,0,5,132
656,3,3,129
658,1,2,128
659,0,5,130
661,1,1,128
662,0,6,128
664,0,6,130
666,1,3,130
667,0,3,129
669,0,4,131
670,0,5,131
672,0,4,128
673,2,3,133
675,2,2,132
676,1,3,130
678,0,4,129
680,0,5,128
681,2,4,128
684,2,4,129
685,1,4,129
687,2,3,129
688,0,3,131
690,2,4,129
691,2,1,128
693,0,3,129
695,0,3,128
696,0,4,128
698,0,4,130
699,0,4,128
701,2,5,128
702,0,4,131
704,2,3,132
705,3,3,132
707,0,4,128
709,0,4,133
710,2,1,128
712,1,4,128
713,1,4,130
715,2,2,129
716,1,2,128
718,2,3,130
719,2,2,129
721,0,7,129
723,1,3,129
724,2,2,130
727,0,4,132
728,1,2,129
730,0,4,128
731,1,4,130
733,1,2,128
734,1,4,130
736,0,4,132
738,1,6,130
739,0,5,128
741,0,5,129
742,0,3,131
744,2,6,129
745,1,1,128
747,1,3,131
748,0,1,128
750,1,4,132
752,1,4,128
753,2,4,132
755,0,3,130
756,2,4,129
758,0,4,130
759,0,3,128
761,0,3,130
762,2,1,129
764,2,4,129
765,1,2,129
768,0,3,131
770,0,6,131
771,0,4,132
773,1,4,132
774,2,2,132
776,1,4,130
777,0,5,131
779,2,3,128
780,3,4,129
782,0,3,129
784,2,4,129
785,0,1,130
787,1,5,129
788,0,4,132
790,1,3,130
791,0,3,129
793,0,3,130
794,3,4,129
796,1,4,130
798,0,2,128
799,3,3,129
801,0,4,130
802,3,1,129
804,1,5,129
805,2,4,129
807,3,3,130
808,1,3,128
811,0,3,128
813,2,2,128
814,0,4,131
816,2,3,128
817,1,3,129
819,1,5,129
820,0,1,131
822,0,4,128
823,1,3,128
825,0,3,128
827,1,6,132
828,2,6,130
830,0,4,130
831,1,3,131
833,1,5,129
834,1,3,128
836,1,3,128
837,0,6,128
839,0,2,130
840,0,2,131
842,0,2,133
844,1,6,129
845,0,4,131
847,0,3,129
848,3,0,129
850,1,7,129
851,3,3,132
854,1,3,129
855,0,3,129
857,0,5,129
859,3,4,129
860,2,4,129
862,1,1,128
863,0,4,131
865,0,2,128
866,0,2,130
868,0,3,130
869,2,4,131
871,1,2,129
873,1,3,132
874,0,4,128
876,0,4,131
877,0,5,129
879,1,4,133
880,2,4,128
882,2,4,129
883,0,6,128
885,3,2,128
887,2,6,128
888,1,5,129
890,0,4,128
891,2,3,131
893,2,4,129
894,2,2,130
897,3,2,131
898,1,3,132
900,1,3,128
902,0,2,128
903,0,3,128
905,2,4,128
906,0,3,129
908,0,4,128
909,1,4,130
911,1,3,130
912,0,6,130
914,1,3,127
916,0,3,128
917,1,4,132
919,0,4,131
920,1,3,130
922,0,4,131
923,0,5,131
925,3,2,129
926,2,2,128
928,0,4,132
929,1,4,128
931,0,3,134
933,0,3,129
934,1,2,129
936,2,3,129
937,1,3,127
940,1,2,128
941,1,4,130
943,0,4,131
944,1,4,132
946,0,4,130
948,3,2,129
949,4,1,130
951,0,6,128
952,1,2,131
954,2,5,128
955,1,3,130
957,0,5,130
958,2,2,129
960,0,3,131
962,0,4,130
963,0,4,129
965,1,4,132
966,1,4,129
968,1,4,130
969,1,3,130
971,1,3,129
972,1,3,128
974,2,3,129
976,0,2,129
977,1,2,130
979,1,3,131
980,1,2,128
983,0,3,130
984,1,4,128
986,2,2,130
987,2,4,129
989,0,4,128
991,3,3,131
992,3,3,128
994,1,4,131
995,2,3,128
997,0,5,131
998,1,0,129
1000,0,2,129
1001,0,4,128
1003,0,4,128
1005,3,3,128
1006,3,2,131
1008,0,7,131
1009,0,2,127
1011,0,3,127
1013,0,6,130
1014,0,5,130
1016,0,4,130
1017,0,5,130
1019,0,3,128
1021,2,3,130
1022,0,3,129
1025,1,2,131
1026,1,3,129
1028,0,5,130
1030,0,3,127
1031,0,3,132
1033,2,3,132
1034,1,4,131
1036,0,4,132
1038,0,6,129
1039,0,2,128
1041,3,2,128
1042,0,4,130
1044,0,6,128
1046,0,5,131
1047,3,4,132
1049,0,4,129
1050,2,4,128
1052,0,2,128
1054,0,4,128
1055,0,4,129
1057,1,2,128
1058,0,2,130
1060,2,3,129
1062,0,3,131
1063,0,4,130
1065,2,4,130
1067,0,3,129
1069,1,3,130
1071,3,1,129
1072,0,2,129
1074,0,3,128
1075,1,3,129
1077,0,5,130
1079,1,5,130
1080,0,3,128
1082,2,0,130
1083,0,5,128
1085,1,4,130
1087,0,3,131
1088,0,5,128
1090,0,5,130
1091,1,1,128
1093,0,4,128
1094,1,3,129
1096,0,4,129
1098,0,5,128
